time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-26 00:00:00+00:00,82,45,12,7
2025-04-27 00:00:00+00:00,88,36,49,16
2025-04-28 00:00:00+00:00,107,50,17,11
2025-04-29 00:00:00+00:00,97,54,52,23
2025-04-30 00:00:00+00:00,85,50,70,19
2025-05-01 00:00:00+00:00,55,48,40,18
2025-05-02 00:00:00+00:00,99,48,26,14
2025-05-03 00:00:00+00:00,160,40,23,11
2025-05-04 00:00:00+00:00,34,34,11,8
2025-05-05 00:00:00+00:00,107,47,36,12
2025-05-06 00:00:00+00:00,86,57,21,14
2025-05-07 00:00:00+00:00,77,49,18,11
2025-05-08 00:00:00+00:00,105,50,28,12
2025-05-09 00:00:00+00:00,71,45,35,12
