time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-25 00:00:00+00:00,216,189,34,14
2025-08-26 00:00:00+00:00,138,101,53,19
2025-08-27 00:00:00+00:00,92,80,24,13
2025-08-28 00:00:00+00:00,143,111,56,19
2025-08-29 00:00:00+00:00,316,267,40,17
2025-08-30 00:00:00+00:00,157,148,22,9
2025-08-31 00:00:00+00:00,76,65,13,7
2025-09-01 00:00:00+00:00,102,83,33,15
2025-09-02 00:00:00+00:00,131,96,28,12
2025-09-03 00:00:00+00:00,203,155,91,11
2025-09-04 00:00:00+00:00,341,302,56,12
2025-09-05 00:00:00+00:00,798,258,47,11
2025-09-06 00:00:00+00:00,109,101,15,8
2025-09-07 00:00:00+00:00,59,48,61,11
