url_path,views_total,views_unique
/tianocore/edk2-libc,75,63
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,72,47
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,31,17
/tianocore/edk2-libc/tree/master,31,12
/tianocore/edk2-libc/issues,23,4
/tianocore/edk2-libc/tree/master/StdLib,19,14
/tianocore/edk2-libc/tree/master/AppPkg/Applications,18,11
/tianocore/edk2-libc/tree/master/AppPkg,16,10
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,14,7
/tianocore/edk2-libc/commits/master,12,2
