time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,398,326,77,20
2025-11-25 00:00:00+00:00,299,260,30,11
2025-11-26 00:00:00+00:00,361,329,56,18
2025-11-27 00:00:00+00:00,581,520,34,16
2025-11-28 00:00:00+00:00,357,256,38,17
2025-11-29 00:00:00+00:00,151,114,4,4
2025-11-30 00:00:00+00:00,159,145,25,9
2025-12-01 00:00:00+00:00,225,204,46,12
2025-12-02 00:00:00+00:00,582,487,37,13
2025-12-03 00:00:00+00:00,202,150,56,22
2025-12-04 00:00:00+00:00,278,230,47,13
2025-12-05 00:00:00+00:00,335,253,44,16
2025-12-06 00:00:00+00:00,158,152,15,11
2025-12-07 00:00:00+00:00,165,144,55,12
