time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-19 00:00:00+00:00,123,101,14,10
2026-04-20 00:00:00+00:00,498,312,49,14
2026-04-21 00:00:00+00:00,357,314,38,12
2026-04-22 00:00:00+00:00,426,363,19,13
2026-04-23 00:00:00+00:00,251,232,26,9
2026-04-24 00:00:00+00:00,262,229,45,11
2026-04-25 00:00:00+00:00,239,217,1,1
2026-04-26 00:00:00+00:00,346,317,6,6
2026-04-27 00:00:00+00:00,369,256,121,18
2026-04-28 00:00:00+00:00,316,287,84,17
2026-04-29 00:00:00+00:00,790,713,76,46
2026-04-30 00:00:00+00:00,265,224,78,42
2026-05-01 00:00:00+00:00,257,241,28,21
2026-05-02 00:00:00+00:00,116,112,5,4
