time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-07 00:00:00+00:00,46,39,35,7
2024-01-08 00:00:00+00:00,63,52,34,16
2024-01-09 00:00:00+00:00,92,53,209,23
2024-01-10 00:00:00+00:00,103,60,171,19
2024-01-11 00:00:00+00:00,93,52,66,14
2024-01-12 00:00:00+00:00,93,71,119,24
2024-01-13 00:00:00+00:00,64,56,37,8
2024-01-14 00:00:00+00:00,50,48,135,16
2024-01-15 00:00:00+00:00,60,48,72,14
2024-01-16 00:00:00+00:00,79,47,127,12
2024-01-17 00:00:00+00:00,89,46,93,18
2024-01-18 00:00:00+00:00,90,41,85,19
2024-01-19 00:00:00+00:00,63,47,69,14
2024-01-20 00:00:00+00:00,100,37,36,16
