url_path,views_total,views_unique
/tianocore/edk2-libc,77,67
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,65,43
/tianocore/edk2-libc/tree/master,33,12
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,29,15
/tianocore/edk2-libc/issues,23,4
/tianocore/edk2-libc/tree/master/StdLib,19,14
/tianocore/edk2-libc/tree/master/AppPkg,17,11
/tianocore/edk2-libc/tree/master/AppPkg/Applications,17,10
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,14,7
/tianocore/edk2-libc/commits/master,12,2
