time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-10 00:00:00+00:00,60,56,16,11
2025-08-11 00:00:00+00:00,102,87,45,15
2025-08-12 00:00:00+00:00,123,81,79,21
2025-08-13 00:00:00+00:00,103,75,99,24
2025-08-14 00:00:00+00:00,11,9,82,22
2025-08-15 00:00:00+00:00,101,65,34,11
2025-08-16 00:00:00+00:00,66,58,16,11
2025-08-17 00:00:00+00:00,66,56,8,2
2025-08-18 00:00:00+00:00,189,118,48,21
2025-08-19 00:00:00+00:00,133,104,34,12
2025-08-20 00:00:00+00:00,174,103,41,11
2025-08-21 00:00:00+00:00,137,68,37,14
2025-08-22 00:00:00+00:00,644,92,46,17
2025-08-23 00:00:00+00:00,250,76,14,6
