time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-20 00:00:00+00:00,174,103,106,21
2025-08-21 00:00:00+00:00,178,108,37,14
2025-08-22 00:00:00+00:00,644,92,46,17
2025-08-23 00:00:00+00:00,252,78,14,6
2025-08-24 00:00:00+00:00,61,55,28,4
2025-08-25 00:00:00+00:00,216,189,34,14
2025-08-26 00:00:00+00:00,138,101,53,19
2025-08-27 00:00:00+00:00,92,80,24,13
2025-08-28 00:00:00+00:00,143,111,56,19
2025-08-29 00:00:00+00:00,316,267,40,17
2025-08-30 00:00:00+00:00,157,148,22,9
2025-08-31 00:00:00+00:00,76,65,13,7
2025-09-01 00:00:00+00:00,102,83,33,15
2025-09-02 00:00:00+00:00,112,78,28,12
