time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-08 00:00:00+00:00,37,34,59,18
2023-10-09 00:00:00+00:00,92,65,121,15
2023-10-10 00:00:00+00:00,83,51,86,19
2023-10-11 00:00:00+00:00,62,41,140,27
2023-10-12 00:00:00+00:00,69,48,285,17
2023-10-13 00:00:00+00:00,70,41,81,15
2023-10-14 00:00:00+00:00,48,37,21,10
2023-10-15 00:00:00+00:00,39,33,181,11
2023-10-16 00:00:00+00:00,97,53,179,19
2023-10-17 00:00:00+00:00,80,46,34,11
2023-10-18 00:00:00+00:00,94,48,98,21
2023-10-19 00:00:00+00:00,86,58,73,19
2023-10-20 00:00:00+00:00,70,43,67,16
2023-10-21 00:00:00+00:00,37,30,7,5
