time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-12 00:00:00+00:00,61,44,39,15
2025-05-13 00:00:00+00:00,62,45,40,13
2025-05-14 00:00:00+00:00,61,46,41,17
2025-05-15 00:00:00+00:00,91,50,82,29
2025-05-16 00:00:00+00:00,85,48,91,18
2025-05-17 00:00:00+00:00,41,38,10,5
2025-05-18 00:00:00+00:00,43,41,13,10
2025-05-19 00:00:00+00:00,97,52,58,16
2025-05-20 00:00:00+00:00,116,60,109,23
2025-05-21 00:00:00+00:00,121,89,67,17
2025-05-22 00:00:00+00:00,107,55,36,18
2025-05-23 00:00:00+00:00,83,53,44,8
2025-05-24 00:00:00+00:00,145,45,4,3
2025-05-25 00:00:00+00:00,44,39,4,4
