time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-25 00:00:00+00:00,16,13,65,25
2024-11-26 00:00:00+00:00,22,16,54,23
2024-11-27 00:00:00+00:00,20,11,106,23
2024-11-28 00:00:00+00:00,7,6,47,18
2024-11-29 00:00:00+00:00,17,15,42,11
2024-11-30 00:00:00+00:00,11,10,9,6
2024-12-01 00:00:00+00:00,8,6,15,8
2024-12-02 00:00:00+00:00,15,9,52,22
2024-12-03 00:00:00+00:00,15,13,67,28
2024-12-04 00:00:00+00:00,16,13,104,27
2024-12-05 00:00:00+00:00,15,12,58,25
2024-12-06 00:00:00+00:00,11,9,46,27
2024-12-07 00:00:00+00:00,12,5,60,10
2024-12-08 00:00:00+00:00,15,12,53,16
