time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,85,58,94,22
2025-04-12 00:00:00+00:00,50,41,27,12
2025-04-13 00:00:00+00:00,54,45,20,9
2025-04-14 00:00:00+00:00,198,151,41,25
2025-04-15 00:00:00+00:00,96,61,69,22
2025-04-16 00:00:00+00:00,78,69,43,19
2025-04-17 00:00:00+00:00,74,52,65,22
2025-04-18 00:00:00+00:00,60,45,33,18
2025-04-19 00:00:00+00:00,39,36,74,9
2025-04-20 00:00:00+00:00,35,32,18,10
2025-04-21 00:00:00+00:00,51,44,30,20
2025-04-22 00:00:00+00:00,74,57,98,31
2025-04-23 00:00:00+00:00,104,62,103,30
2025-04-24 00:00:00+00:00,97,67,60,17
