url_path,views_total,views_unique
/tianocore/edk2-libc,100,78
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,90,42
/tianocore/edk2-libc/tree/master,32,11
/tianocore/edk2-libc/issues,22,6
/tianocore/edk2-libc/tree/master/AppPkg,18,13
/tianocore/edk2-libc/tree/master/StdLib,17,12
/tianocore/edk2-libc/pulls,17,4
/tianocore/edk2-libc/commits/master,15,4
/tianocore/edk2-libc/tree/master/AppPkg/Applications,13,9
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,11,9
