time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-28 00:00:00+00:00,5,4,15,11
2024-09-29 00:00:00+00:00,10,3,46,12
2024-09-30 00:00:00+00:00,16,11,59,24
2024-10-01 00:00:00+00:00,13,9,34,9
2024-10-02 00:00:00+00:00,6,6,116,20
2024-10-03 00:00:00+00:00,27,13,80,18
2024-10-04 00:00:00+00:00,16,13,55,15
2024-10-05 00:00:00+00:00,7,4,176,15
2024-10-06 00:00:00+00:00,6,5,7,6
2024-10-07 00:00:00+00:00,9,7,61,18
2024-10-08 00:00:00+00:00,7,6,79,30
2024-10-09 00:00:00+00:00,20,6,44,20
2024-10-10 00:00:00+00:00,20,11,128,33
2024-10-11 00:00:00+00:00,9,6,60,21
